"id","review","review_rating"
157,"Awesome Golf game for the N64 if you are an old Nintendo freak add this one to your collection it provides hours of fun.",5
158,"It is a fun game to revisit after several years but it does get old quickly with having to memorize moves and limited wrestling moves you have access to. It is still an enjoyable game for a few weeks.",5
159,"This was Acclaim's sequel to the horrendous 1998 release of War Zone. And while I will say that Attitude was 5x better than War Zone, I won't say that it didn't feature some of the same flaws that War Zone did.I'll start with the goods first. There were a hoard of new match types added to the game. And while I won't list them all, I will say that some of them were a Triple Threat, Fatal 4 Way, Fatal 4 Way Elimination, Handicap, Gauntlet, Stable, Battle Royal, I Quit, Last Man Standing, First Blood, Royal Rumble, King of the Ring, Survivor Series, and many more. The variety was overwhelming and was bound to keep players busy and satisfied for the time being when playing.Another plus to the game was the realistic entrances of the superstars. In War Zone, the entrances only consisted of you seeing the superstars come to the entrance ramp before cutting to the ring. In Attitude, they diligently take time to accurately add a touch of realism to every superstar's entrance. For example, when Undertaker is on his way out, the lights will slowly dim before he makes his entrance. The only thing I don't get is why the entrance way includes steps for them to walk down on. You could also pick from the Raw, Sunday Night Heat, or Custom arena to fight in. This was another cool feature as you could pick the ring skirt, choose the lighting color, the color of the ropes, etc.War Zone's Challenge Mode was replaced with a Career Mode. The superstar you choose to play as starts off on House Shows, trying to work their way up to Raw, then eventually PPVs and earn challenges for the European, Intercontinental, and WWF Championships.Perhaps the most frustrating thing about this game is the gameplay. The moves are slow and extremely hard to perform and sometimes don't even work. How slow you ask? Lets just say that when you try to attempt most moves, it gives your opponent enough time to attack you. The gameplay is what makes the game completely unenjoyable. It's too slow, the simplest moves are too generic and easy to perform and get boring easily and the crowd will let you know their disapproval as well as they begin to boo you.Overall: Attitude is better than War Zone but only in aspects that don't involve gameplay. More options to choose from but the gameplay is probably worse than War Zone where at least in War Zone, most moves were easy to do. I still say that In Your House was the best of the 3 games made from Acclaim. But fortunately this would be their last WWF game they ever made. WWF's next major video game was Smackdown that would be developed by THQ",3
160,"I enjoy seeing the PPV, smackdown and raw. this one is a rare one to get if you like wwe wrestling.",5
161,"I'm a huge fan of the older Resident Evil games and have enjoyed every one however this was my least favorite. I did enjoy exploring Raccoon City but didn't like the forced encounters with Nemesis. The game actually was made to tie up loose ends from Resident Evil 2 which  it did but the story just seemed to be an after thought lacking the attention the developers gave to the previous games.  The game looked great as usual and the developers managed to push the Ps1 hardware further than previous games in regards to graphical effects. The little details like water shooting from fire hydrants, moths around light fixtures and mice running about on the floor as you walked by added to the ambiance.  All in all a fun game though not quite as good as the others in the series.",3
162,"remember playing this as a kid",5
163,"Being a 90s kid, this was a must-have for me and I LOVED this game.  Unfortunately, I lost the disc several years ago and have been without it since, until recently when I purchased a copy from Amazon.  This is undoubtedly the best game I have ever seen, especially for PS1, since most of those games are quick and easy.  Quite the opposite with this game.  I've only gotten halfway through it because the bosses are SO hard.  Try playing Anubis Rex and/or Space Galaxian and you'll see what I'm talking about.  This game may have been released for other game systems, but none retains the quality and feel that the PS1 version does.  (By the way, if you buy this game, Ms. Pac-Man Maze Madness is the perfect complement to this one.  It is also quite complex for a PS1 game.)  Yes, there still are new Pac-Man video games being produced all the time (recently, Pac-Man and the Ghostly Adventures), but none have the feel of this one.",5
164,"Many, many 80's icons of video gaming have tried to make the leap to 3D platformers. Most have failed. Though credit is due to Frogger, who keeps on trying. Keep it up, buddy, you'll get there yet. But outside of the Mario franchise, few pixelated critters have the staying power to stay relavant in todays gaming world. Anyone else waiting for Super Q bert Land?One of the limited exceptions to this rule has been Pac-Man. The worlds first video game character (not counting faceless space ships and tanks), he beat Mario to the sidescroller in Pac-Land, and stared in two adventure games of his own in the SNES days, Pac-Man 2 the New Adventures and Pac in Time. So when the gaming world went 3D in the late 1990's/early 2000's he was primed and ready to make the switch as well.The great thing about the first Pac-Man World is that the developers were able to mix new style game play in with classic elements to create a game that new players and seasoned pros alike could enjoy. The multiple new mazes playable feel like a blast from the past, while the platforming levels that make up the bulk of the game explored what was then new ground in a consistantly entertaining way.  The game established moves for Pac-Man that would carry over into two enjoyable sequels and featured plenty of old favorites like pac-dots, fruit, and those pesky ghosts in new and exciting settings. It also established Pinky as female, before all ghosts were assumed to be guys. (Except for Sue, of course.)Now, if you're only familiar with modern kid-friendly games you might be surprised by the difficulty of this game. Some of the bosses are maddingly hard to defeat, and the amusement park level will make you want to renounce power pellets and stick to zombie hunting. But if you enjoy a challange this can actually be a plus. If not, the Gameboy Advance version plays surprisingly well and doesn't have most of the boss levels.While not my favorite of the &#34;World&#34; trilogy, this was a great continuation of a classic series. Here's hoping that future Pac-games will recapture the magic of this entry.",5
165,"You start to notice what late 90's games in 3D were going for: open level design with large levels to explore. Banjo Kazooie, Donkey Kong 64, and Jet Force Gemini did it. So now comes an M game with the same 3D formula as the other games I mentioned, only you get a more action oriented game with (bad) voice acting (good for the time). You get a pretty decent story that will carry the game along. Most important you get large semi-open levels that you can explore. However, you don't really go through &#34;levels&#34; because the whole game is one big level with small loading screens. But you backtrack whenever you want, which is something you couldn't do if it was broken up into levels. The only area you go to that's kind of a split from the main game is the real world. It's a pretty small area (compared to the dark world you go to for the rest of the game). However you can treat the game like levels if you want because at a certain point you get to an area where a new picture appears in the menu so you can fast travel to whatever ares in the game, like you would if you selected levels. However, you can go back from where you start to a previous area and it acts more like an adventure game. The reason I call the game &#34;semi-open&#34; is because you do go through a very big world with many areas with hardly any load time, but the level design leads you in a kind-of straight path. The reason I say &#34;kind-of straight path&#34; is because you can stray off the path a little by going down another path or exploring the area a little. However it's not open like, say Elder Scrolls, because there are walls on both sides (left and right) of you the whole time. You cannot jump over these walls and explore what's outside of the area so I'd call it semi-open world. It has a similar world structure that Dragon Age Origins has strangely. It's more like a very long straight path kind-of open world with other smaller areas you can explore. If you play the game and compare it to Elder Scrolls and Dragon Age Origins, you'll see what I mean. So it does feel a little confined. But the very large kind-of linear world you travel to is very interesting. Usually the game feels semi-linear because if you just go in a straight direction you can usually proceed through the game. You also occasionally jump off a ledge and go into a circular are with multiple paths you have to go to. Aside from the world, the gameplay is fair. It's better on Dreamcast and PC because the controls are more fluid. On n64, shadowman stops often when you want to turn or face a different direction. So navigating through levels can be irritating. Also, the game is pretty frustrating because enemies take a long time to kill because you only have a pistol with unlimited ammo. You pick up other better guns but their ammo is extremely scarce, as are the guns. The whole supernatural semi-horror thing the gam has going for it, is really cool and interesting. It reminds me of the town in Ocarina of Time with the creepy dead people made out of (mud?) That's what the enemies look like sort-of. The game is overall just very unique and fun, At times it can be quite hard, but it is worth a purchase for the Dreamcast or PC version. The n64 port is pretty inferior but this is the version I have and it is...ok. The ps1 version is apparently god-awful so avoid that verion at all costs. So I would probably give the Dreamcast version 5 stars for more music, more sounds, better more fluid controls, and much better graphics.",4
166,"I played this when I was 20, recently acquired a N64 and wanted this game, I had a N64 emulator for my PC but using the keyboard to control it was terrible. Now I can play on my N64",5
167,"Very great port of a very great game...it controlled for me fine! Using the D-Pad to move and B to run...it felt great...It is only lacking the Extreme battle mode...but everything else is there, including some bonus documents that aren't found in any of the other Resident Evil 2's",4
168,"This game has so much replay value! I used to rent this game all the time but never got to buy it as a kid, so I'm glad I bought it now. It came in like perfect condition, too!",5
169,"Having this system again has allowed me to re-experience so much of the fun I had years ago. Resident evil games, Shenmue, Railroad Tycoon 2, these are just a few of the games that this great piece of hardware powers. I love the ease of organizing game files on visual memory units and the way how the time /date settings remained accurate over long time periods even with the system unplugged. Really worth having",5
170,"This is my favorite system of all time. There are alot of great games on the Dreamcast like Sonic Adventure 1 and 2, Chu Chu Rocket, Jet Grind Radio, Tony Hawk's Pro Skater 1 and 2, MDK2, Sega GT, Test Drive Le Mans, Alien Front Online, Crazy Taxi 1 and 2, Power Stone 1 and 2, Fighting Vipers 2 (japan or european release), King of Fighters 2001 (japan release), ikaruga (japan release), Headhunter (european release), Ooga Booga, Metropolis Street Racer, Marvel vs Capcom 1 and 2, which the Dreamcast version is the best version over the Playstation 2, and Xbox, Sega Bass Fishing 1 and 2, Rez (japan or european release), Shenmue, Shenmue II (japan and european release), Soul Calibur, Resident Evil Code: Veronica, Rayman 2: The Great Escape,Dead or Alive 2 Tennis 2K2, Skies of Arcadia,Phantasy Star Online,Grandia II,Legacy of Kain: Soul Reaver,Unreal Tournament, Street Fighter Alpha 3, Samba de Amigo, F355 Challenge,Quake III Arena,Ultimate Fighting Championship,Ready 2 Rumble Boxing,Space Channel 5, Daytona USA, San Francisco Rush 2049,Ready 2 Rumble Boxing,Tokyo Xtreme Racer 2,Street Fighter III: Double Impact, Sega Marine Fishing, and Toy Commander. Dreamcast also over 600 total unique games from the North America, European, and Japan region. Just get DC-X and you will be able to play 350 more games, than the 250 games in North America. Dreamcast has more unqiue games than Nintendo 64 which has about 400 games.",5
171,"i never got it but now i have it great system it has graphics like ps4 and s***box done and i love all the games i have for it",5
172,"Order the game gear from this seller so i also ordered the dreamcast. Everything came with the system and more. Was some CD case that had what looks like burned games (On CD-R) didn't expect this and was very satisfied.Haven't tired the system yet to see if it's working but i have it mainly more for my collection. Will be ordering again from seller.***The only down side was the box all my stuff came in was really beat up and no packing at all. Looked like it was all thrown in the box. If someone was to drop it im sure the dreamcast would have broke. I may have got very lucky.***",5
173,"has never failed me yet. i have beaten all the games i got for it and it still works like new.",5
174,"Glad I could revisit my old games!",5
175,"The console today is still great. There are so many games for this console that you can still easily find this day. It is still compatible with most modern televisions thanks to its S-Video capability. The console is a classic, but also has so many hidden gems, you can really go to its Wikipedia article and start to drool. Further, with its VMU capability and four ports for controllers it has aged much better than other retro consoles.Games to get with this:Sonic Adventure 1 and 2: Two classic 3D platformers, though 2 has aged much better than 1. They can still be found affordably and playing them on their original console (Dreamcast) gives the best control experience.D2: An obscure horror game that will have you hiding under your bed at night for weeks after playing it. This game made great and novel use of the VMU screenShenmue: Considered one of the best games ever made, with graphics that hold up well even todayChu Chu Rocket: Great puzzle game, with a competitive multiplayer mode for up to four local playersSpace Channel 5: A music game that has you helping a space news reporter (you heard me) dance. Very bizarre, very fun.Crazy Taxi: I cannot do this game justice in my writing. Just go look up Crazy Taxi gameplay online.And so many more.With its second screen in the controller's memory card and its amazing library of games, this console is a boon to own today. Used Dreamcast games are often sold for $10 or less on Amazon, and that means you can quickly build a true library of games for a fraction of the cost.",5
176,"The PlayStation, Playstation2, and Gamecube use memory cards to hold the data of a saved game, but Dreamcast went one step further with the Visual Memory Unit, or VMU for short.  Rather than just a memory card, saved games could unlock minigames and the unit's screen also show in game features such as health condition for games.",5
177,"It's a non-generic memory card.",5
178,"timeless soundtrack, timeless everything except the visuals.Got this as a 3 year old i believe, still good gameplay although compared to newer games the combat is limited but deeper than most.",4
179,"really cool old school game love tekken it still a really cool game to play its just as cool as the first one and 2nd one",5
180,"this game is the best instalment in the franchise! with many more characters added and more in depth story modes! this game has everything. in my opinion, itcan compete with any modern fighting game today!",5
181,"Game is great and a fun one to play. No doubt would buy again if I somehow lost it. Great quality. Must buy!",5
182,"Sonic Adventure was my first Dreamcast game, and to this day it's still in my top-ten of all time favorite games ( on any system ) ever! Two weeks before I picked up Sonic Adventure I saw the demo in a video game store and was "" BLOWN AWAY "" by what I saw. My all time favorite hedge-hog moving so fast that my eyes could hardly keep up with him, and the graphics of 128 bit bliss was awesome indeed! After I brought it home a few weeks later, I was again blown away by the free roaming 3d game-play of this awesome game. Sonic Adventure was ( and is ) so big and so grand, that I find it hard to write just a paragraph on the game, but here it goes. The game takes place on Angel Island, ( a floating island )  and it is somehow connected to a city. You have six players in this awesome game. There's: Sonic the Hedgehog, Miles ""Tails"" Prower, Amy Rose, ( Sonic's love interest ) Knuckles the Echidna, Big the Cat, and E-102 Gamma. ( one of Eggman's robots ) You must stop Eggman from feeding the seven Chaos Emeralds to the evil monster Chaos, also known as "" The God of Destruction. "" The game moves so fast at times it makes one dizzy. ( and try not to barf! ) Besides the "" Adventure Mode "", you have the "" Action Stages "", and the cute lil' Chao's to take care of in the Chao gardens. It's kind of a virtual pet that you can interact with, and you can even download mini games onto the VMU memory card, then take the VMU out of the controller and play the game separately on it. ( cool ) You have many mini games, action stages, power-ups, worlds, and objectives to play in this wonder of a game. It's part Action, RPG, fishing, exploratory, puzzle, racing, shoot-em-up, and fighting game all rolled into one big adventure. ( whew ) If there ever was a game that gave the player 'his or her' money's worth, this game does it well! If there was any complaint I might have, it's that I hate the fishing levels with Big the Cat. ( it's hard as hell to me ) Sonic Adventure for the Sega Dreamcast is one of the best games ever made for this great system. Even NiGHTS into Dreams makes a cameo appearance in the game. ( it's very cool ) So if you're into Sonic, and have a Dreamcast, this game must be in your collection for it to be complete. Yuji Naka and the Sonic team did it again in spades!!! "" Happy Gaming! """,5
183,"I've been loving all the Sonic The Hedgehog games since I was 11 yrs. old. I love the Sonic Adventure game. When I first played the Sonic Adventure game, I had a reaction to the game. My stomach had got weak like I was gonna vomit (throw up). It took me about a month to get used to Sonic Adventure. I like the Casinopolis level where I do the ""Fly through the Rings with Nights"" in the Nights Pinball. Even though, I don't listen to rock music; The Title Screen, Super Sonic Theme/End Credits, Sky Deck level, and Final Egg level have the rock music which it's definitely all that. Also, Windy Valley level - The Air music is similar to the Sega Genesis Sonic 3D Blast's Green Grove Act 1 and Twinkle Park level with Sonic (where you ride the race car) music is similar to the Sonic 3D Blast's Panic Puppet Act 1/Level Select. The Sonic Adventure game is the prettiest and it is definitely all that. Sonic Adventure is a nice game to buy.",5
184,"Sonic Adventure is a game that tries to do way too much. There are six characters and only one (sonic) is decent. Most of the game is boring and the rest is usually to broken to be any fun.The Sonic level's, which should have been the entire game, are plagued with a broken camera (it was on crack, sometimes it would focus inside a wall) and bugs. The boss battles are way to easy, and when you started to pick up speed I felt like the game was playing itself (I tried to fail on the whale level and it was impossible). Plus the sonic story is super short. I didn't really like the other game stories.In the Tails levels you just replay the same levels as sonic but you can fly. The camera and bugs are even worse here.The E-102 Gamma levels are a super generic shoot-em up game.In Knuckles level's you search for gems in a map and is very tiresome.In Amy's level you pretty much just walk around and hit enemies with a hammer, it gets old very fast.I save the worst for last Big the cat. His levels are just a fishing mini-game. There's nothing special at all, just a boring fishing game, way to go sonic team.Most of Sonic adventure you play boring sub characters, and when you do get to play as sonic, it's too short and plagued with too bug to be any fun. This is by far the most overpraised Dreamcast game out there.",2
185,"This game is amazing you should totally buy it i really love this game and i wish there could be a 3 too this cause it deserves one. This game is really really scary but it is worth the money",5
186,"love the game",4
187,"This game was bought and rather farfetched. I hoped it would work and It doesn't play story mode at all. So I'm stuck in training mode and can only play the first training session. A shame.",1
188,"It's games like these that make us nerds love the Dreamcast.Dynamite Cop was one of my favorite arcade games back in the day, and this version brings those memories flooding back; you could call this a perfect port, which is something the Dreamcast has always been very good at. If you're like me and ran to the arcade to play this back when it was around, you'll love this version too. Definite recommendation.To those who haven't played before: you choose from one of three secret agents and fight your way through a pirate-infested cruise ship. I hesitate to call it appropriate for all ages, as there are scary moments, gunfire, and explosions, but as long as your kiddies aren't averse to that, it's pretty tame, and never gory. But other than that, this is arcade beat-em-up action at its finest.",5
189,"Works okay.",3
190,"I bought two a few weeks ago and I almost need to buy two more already. Definitely not made for aggressive gamers!",3
191,"I know what you're thinking... I need another controller. The generic can't be that bad, I might not like it, but I'll be able to play.No, you will not. You wll hate every minute of this.As others have said, the buttons are actually ok, but the d-pad will drive you insane. Rage quit-inducing. Don't bother, go out to your local retro store and pick up an actual, old SNES controller. The price will be well worth it. I've pretty much thrown this in the garbage, but I can't seem to bring myself to it for some reason, but it deserves it.",1
192,"I used to play this game for hours at a time when I was younger. I had been looking for it in stores for a long time and I didn't even think about checking here, so when I saw it, I ordered it right away. It has challenges that you have to beat in order to get different levels. It's a great game and I play it for hours at a time.",5
193,"OMG!!!! I have never played a game like this in my intire LIFE!!!!I would HIGHLY recomend this for anyone who loves building games!!!!I don't know if i got this same exact kind but, LOVE it anyway!!!!",5
194,"It was early 1998--I think--and I was hanging out with some so-called friends. We were in my school's gym when our discussion turned to the topic of video games. Up `til then my experiences with the gaming industry had been with the NES and Game Gear, with the occasional Game Boy, SNES, and N64 when I visited my cousins. One of my uncles owned almost every major console in the `90s, but he never let us younger nephews touch any of his equipment.Anywho, I was talking with my ""friends"" and they asked me what game system I owned. I replied, ""None. I don't have one,"" rather sheepishly. ""None?"" one questioned, confused. ""Wow; I thought everyone had one."" He promptly shrugged it off though, and continued conversing with the others.But I didn't shrug it off so easily.That night (or some time that week, since my memory fails me), I approached my mother and told her I wanted a video game system. The next day I came home to a PlayStation sitting on the living room entertainment center.Yeah, right.She told me if I wanted one I can buy it myself. I had been saving for a go-kart for a while, but as the years dragged on my interest in one dwindled. I decided to use that saved currency for a system instead. I thought I had the money, so that wasn't the issue; the real problem was deciding what to buy.For a while I debated getting a Saturn over the PlayStation. Sega had built itself quite the name at the time, and Sony was new to the market. I knew more Sega titles, like Sonic, since I had a Game Gear, but then one day at a friend's house I played a demo disc and there was a sole winter level starring this strange orange creature as the protagonist. I fell in love with it instantly, and when I discovered it was a PlayStation exclusive it was then that I declared which console to purchase.My mother and I paid a visit to our local Toys `R' Us, which was where I bought most of my Game Gear miscellany. We went to the games department and I saw the gray-silver box in all its glory. But its price wasn't so glorious to me, a child of elementary education. I was devastated when I learned I'd have to save a little more if I wanted to get the console, a game, and an extra controller in one fell sweep.That following summer, when my schooling was done and I had saved enough money, we returned to the giraffe's domain, but to my dismay the consoles no longer were available. I was defeated once again. A TRU rep informed us that the reason was because they were ridding their current stock and weren't getting more in until next week, when a fresh wave of a boxed console with an updated controller would arrive. We could come back then and check.My mother was tired of going back and forth and not finding what I wanted--I was quite the persistent whiner, after all--and goaded me into waiting till Christmas; if I did, she'd buy me an additional game.But I didn't want to wait. Santa's day was an eternity away.Next week we returned and sure enough to the TRU employee's word the new console was there. ""DUALSHOCK"" was imprinted boldly on the box in strong red colors. That meant little to me as I had no idea what that meant.I took the slip of paper that informed the cashier I was meaningful with my purchase, and went to find that game with the strange orange creature, and there it was: Crash Bandicoot 2: Cortex Strikes Back.Most of the games I played at my cousins' were co-ops, thus I thought I'd need a second controller. But the first-party Sonys were out of my price range, forcing me to settle on a 3rd-party clear controller without analog sticks. Clear stuff was all the range in the `90s, but to this day I have to get a clear controller for every system because of that initial purchase.When I got home and opened the box I realized what DualShock meant. The controller was much different than my friend's, and I quickly preferred it over other pads.This faux-review has gone on long enough, so I'll try and speed things up.I played my new console non-stop for some time, spending hours upon hours with Crash and the included demo disc in the console's box, but couldn't get very far as I didn't buy a memory card. I didn't know I'd need one, even though the TRU rep said I would. My NES didn't need one; my cousin's SNES didn't need one. But the PS did and I had to save up for that.I bought every Crash title for the PS, and spent many dollars at Blockbuster renting various titles. I grew to love Final Fantasy, Bloody Roar, Tomb Raider, Tomba, Croc, Ape Escape, Spyro, and many other fantastic series because of Sony's initial console, and have gotten every one of their consoles since.When the PS2 was released, I of course bought it and gave my old gray buddy to my kid sister, never caring to look back.Last summer that same sister bought herself a used PS2 to use as a relaxer during college, and it was then that I started developing a sharp interest in old consoles and games. I asked her about our old PS1 and she said the reason she bought a PS2 was because the PS1 had been failing but that she couldn't remember where she stored it.A month ago she texted me a picture of a sticker-covered gray machine. I picked it up the following weekend, cleaned it, and tested some titles. Unfortunately some games don't read at all, like Croc, while others, like Crash 2, work flawlessly. There's definitely some lengthier loading time than if I played the same disc in my PS3, but there's something about the lower graphical output and using the original DualShock that trumps playing the same game on the PS3.Perhaps it's nostalgia, perhaps it's empirical proof. I don't know, but all I know is that I love my PlayStation and am glad to be opening its disc tray once again. It turned me from a casual gamer into a video game connoisseur.",5
195,"This is a great and challenging game, I've wasted countless hours playing this incredible game.  I would highly recommend it to any Blizzard fan, and anyone who started the Diablo series with the 3rd installment.  Great Game.",5
196,"I remember back when I first played this and just couldn't stop. After moving and losing it I bought another copy. Not as addictive as I remember but still something if you have some time to kill.",4
197,"This game brought back so many memories, it came in the condition that was in the description. It worked perfectly.",5
198,"I really liked the original, and recently returned to the series and decided to play through the expansion; missions tend to be larger, and more resource intensive then in the original StarCraft; and very often follow a Bunker, Build, Breakout Pattern. The game definitely favors the player who masters the tech tree and knows when and how to use all there units.Unfortunately it took me very little time to realize the AI cheats, like most RTS games Brood War is (supposedly) a resource based game, but in the campaign mode the AI has unlimited resources and simply cannot be mined out.This may seem like a petty gripe, but as a resource based game, giving the AI effectively unlimited resources, seriously limits a players options (IMHO); and gives the AI a tremendous advantage; for players with excellent Micro, this is not problem, for players like me who win (when I do) economically first, its a serious handicap; and while I have not yet found a situation I simply could not win, the games often devolve into excruciating marathons; because again the AI having infinite resources can ALWAYS replace its losses; turning mission after mission into a marathon slogfests of trench warfare.While it is not uncommon in RTS games for the AI to cheat, this is supposedly done to make the game more challenging for Elite players, but no elite player will ever run into this issue because of their excellent micro skills; it is the more casual player who may not have that excellent micro who is going to run into this wall; another example of Dev's trying to please the Elites and by doing so punishing everyone else stupid enough to play their game. (Including me.)I have to admit I like the game, its engrossing, and I personally like the art and play better than SC-II which is a bit weird in its pseudo 3D for me; but I cant give a game- where the  AI is obviously cheating full points.",4
199,"Very old tech but fun for the younger set in the family.",3
200,"It's a classic. Not much else to say. I had, of course, played Star Craft before, but my CD was long lost. It was nice to get this for nostalgia's sake.",5
201,"I love the story i love the easter eggs i love everything about this game i give this game a 9/10",5
202,"Diablo is one of my all time favorite games, this expansion adds the Monk (and the Barbarian if you know how) and also adds the Hive and the Crypt levels and tons of stuff and spells. Also it allows you to run in town, sounds like not much but that is a big deal to me.",5
203,"I have been playing this game since I was a kid and still play it today. Its an amazing game and would highly recommend it to any pilot.",5
204,"the only problem i have is that it's too difficult.  i'm not sure if it's adaptive.  i'm getting clobbered.  kinda reminds me of playing chess against the computer.so after the attack is in full force, i frequently find myself turning the game off.  why am i putting myself through this?  why is getting attacked by an armada fun ?  let me go read a walkthrough ...",5
205,"A Game that is still in my library with its sequel..  Yeah I like it that much, found it addictive and imaginative as well.  It is date by today's standards and likely the online play is dead as it was when I attempted to play there.  Not to mention those out there playing online are usually hardcore and own any new people as well which was a major frustration when I finished first person a long time ago and attempted to go online haha.  This game was fun with its story and is one I consider reloading at times after so many disappointments with newer games that just don't satisfy someone who has played for so many years nor someone who wants to spend so much for so little these days.  Today's game are pretty much knock offs, level racing, mindless hack and slash, limited originality, limited character uniqueness and profit versus gamer motivated today as well.  If you want to give it a try I'd say it is worth the ten bucks..  If you really like it the sequel is good as well.  Space Command and Conquer is a good way to think of this game with a mobile mother ship for game play though it is more multi-directional that c and c..  Control might take a little to get use to but who expects a game to practically play itself lol..",4
206,"It actually fits in my pocket. The colors look great. The sound is perfect. Everything seems to be in order. The seller even threw in Match of The Millennium for free. Wow! What a great find!",5
207,"Where do I begin? I have played the first four classic entries of the series, and Lament of Innocence, the Mercury Steam Lords of Shadow and Mirror of Fate, and I must say that not only was this entry released in Konami's prime, but they have given the name Castlevania a whole new meaning while adding to the overall gameplay experience. The environment of the game is astoundingly detailed with 3D background effects, including moving objects in full 3D and the creativity involved in developing the enemies make it that much easier to immerse yourself in this wonderful complete fantasy world, and escaping reality. With that being said, seeing that this game was directly influenced by Super Metroid, and perhaps some of the other Nintendo entries to the series, I must say that the Metroid-style gameplay was executed beautifully with all kinds of different suits (or cloaks) you can pick up, fluid controls, and an absolutely fantastic soundtrack that fits each and every one of its perspective environments the tracks were made for. Another excellent aspect of this game is the idea of leveling up your character to increase stats and such. That was beautifully implemented, rewarding you with easier gameplay if you destroy enough enemies and find the most powerful cloaks and weapons you can find in the game. You can also acquire various transformations that will turn your character into either a bat, a purple wolf, or simply a handful of mist, so you can pass through obstacles that were blocked before. Overall, this game is the most groundbreaking entry of the series, and it is one that I would not mind playing again and again, as the gameplay is as versatile as it gets with these style of games.",5
208,"I've been playing through all the Castlevania games lately and none of them hold a candle to this masterpiece. Everything you want in a gothic horror, platformer is here. You will find that the RPG elements work seamlessly with the rest of the action packed gameplay.The music is amazing, with guitar riffs, classical arrangements and so much more. If that doesn't grab you, you'll be astonished by the monsters, mayhem and pacing that is found in this game. I spent hours wandering around the castle and picking up new secrets. It's really one great game.If you want that old school feeling, draw your own map, don't follow the one on the screen and make this even cooler. If you have time to burn this is your game, it's amazing.",5
209,"Before I get into anything about Quake II I have to say if you still own a Sony PlayStation or like first person shooters in general Quake II is definitely a must own! Lots of great things to say about this game...*The levels were well designed*Even today the graphics are pretty good as a 3D polygonal shooter*Love the light sourcing effects that bring realism to the overall look that Quake II has*Very smooth fluid-like gameplay and excellent use of colorThankfully the game has some pretty tough enemies because I notice with 3D shooters you don't get huge doses of enemies like you get in the older Doom games.So why 4-stars?Well (sigh) I was blown away by the first Quake and there's plenty of words for it-advanced,dark,creative,or my choice of word would be primitive. Firing a nailgun at an ogre (enemy) wielding a chainsaw and chucking grenades I thought the Quake series was just going to get more grim with every future release in it's polished form. Quake II is still a noteworthy shooter but it goes towards a hi-tech,bio-organic, cybernetic experiment and does a good job at it.It's just that the Quake series didn't stick to a particular formula.",4
210,"love this gamelove games like itglad someone had it cause now i own itagain thank you good sir/madam",5
211,"game is a classic! brought me back to my child years. it is just as addicting as i remember and i cant put it down",5
212,"you shoot aliens you ride around you blow up things you ride around more you go too different planets and you ride around even more 7/10",4
213,"Almost every game that Blizzard ever came out with made game of the year...coincidence? I think not. I love all their games. Warcraft, Starcraft, Diablo!!",5
214,"It is sturdy.  It connects well.  It play well.  It does exactly what you think it should do and does it well.",5
215,"Works just fine.  So far I haven't had any issues with the product.  Most likely I'll be buying two more to complete my set.",4
216,"This game fetches for hundreds of dollars nowadays, but with that said, this is a pretty good game. You have a plot that interconnects with 108 different characters that can be recruited at their perspective times, but unless you are a completionist, you will be extremely disappointed in the ending you will get. Now, whether or not you want to spend $100 on this is entirely up to you. I spent it, and I felt I somewhat got my money's worth, but at the same time, a little disappointed that I spent this much on a game, but oh well, there is worse, like $400 for Panzer Dragoon Saga. Anyways, just like with any other Suikoden entry, you can go to war with the kingdom whom the main character is opposing with, and use all kinds of tactics in battle that will determine your fate. The story is pretty solid, and the character development is also quite solid as well, and you have a lot of lush, beautiful environments to traverse through, with a world map. Overall, this game is good, but be prepared to drop a fraction of your wallet if you want this.",4
